,Unnamed: 0,Datetime,Tweet Id,Text,Username,label,Text_token
35,160,2022-02-21 23:55:00+00:00,1495909955794264064,mensaje del secretario general de la onu en el día mundial de concienciación sobre el autismo al trabajar juntos para recuperarnos de la pandemia de covid debemos fijarnos un objetivo clave a saber la construcción de un mundo autismo https t co iprbztl d https t co x tgybgswr,autismodiario,1,mensaje del secretario general de la onu en el d a mundial de concienciaci n sobre el autismo al trabajar juntos recuperarnos de la pandemia de covid debemos fijarnos un objetivo clave saber la construcci n de un mundo autismo https co iprbztl https co x tgybgswr
36,161,2022-02-21 23:55:00+00:00,1495909953562947586,prevención la variante ómicron del coronavirus causante de la covid se ha detectado ya en países y continúa propagándose de forma exponencial no bajes la guardia y mantén el distanciamiento social sabemos cómo hacerlo cuidémonos feb https t co yd xlnqafe,vtvcanal ,1,prevenci n la variante micron del coronavirus causante de la covid ha detectado ya en pa ses contin a propag ndose de forma exponencial bajes la guardia mant n el distanciamiento social sabemos c mo hacerlo cuid monos feb https co yd xlnqafe
37,163,2022-02-21 23:54:59+00:00,1495909949561442307,the science behind why children fare better with covid the wall street journal https t co gxoyglpkct,diseasesociety,1,science behind children fare better covid wall street journal https co gxoyglpkct
38,164,2022-02-21 23:54:56+00:00,1495909936357953538, covid led to a sizeable decline in labor supply which somewhat stubbornly doesn t fully recover the business press calls this the great resignation it s a big deal also for our expectations about what inflation is doing but we don t fully understand reasons yet,bachmannrudi,1,covid led sizeable decline labor supply somewhat stubbornly fully recover business press calls great resignation big deal also expectations inflation fully understand reasons yet
39,167,2022-02-21 23:54:54+00:00,1495909929781190661,my flight to emirates stadium will be confirmed if there will be zero cases of covid boris johnson announces end of almost all covid restrictions in england https t co csokxi ftz welcome the brits,wondeyirga,1,flight emirates stadium confirmed zero cases covid bor johnson announces end almost covid restrictions england https co csokxi ftz welcome brits
40,177,2022-02-21 23:54:44+00:00,1495909886894698496,covid confirmed cases grow amongst christchurch schools https t co ryqw isdwd,kabynzara,1,covid confirmed cases grow amongst christchurch schools https co ryqw isdwd
41,191,2022-02-21 23:54:19+00:00,1495909780904624130,the latest the eu daily https t co sumepnstq thanks to ecb eu near eucouncil icymi covid , seahorse ,1,latest eu daily https co sumepnstq thanks ecb eu near eucouncil icymi covid
42,194,2022-02-21 23:54:15+00:00,1495909765746147336,https t co mkzkeo at uk pm boris johnson is planning to announce the end to all covid restrictions in the country on monday it won t change public opinion about this clown who partied during the strict country s lockdown brits deserve a better pm fbj fjb,tatianycoeuvre,1,https co mkzkeo uk pm bor johnson planning announce end covid restrictions country monday change public opinion clown partied strict country lockdown brits deserve better pm fbj fjb
43,198,2022-02-21 23:54:10+00:00,1495909743906463749,segundo o estudo da onu além da covid um plano feminista pela sustentabilidade e justiça social cerca de milhões de mulheres passaram a viver em extrema pobreza durante a pandemia,leiligermano,1,segundo estudo da onu al m da covid um plano feminista pela sustentabilidade e justi a social cerca de milh es de mulheres passaram viver em extrema pobreza durante pandemia
44,202,2022-02-21 23:54:05+00:00,1495909723136270336,btsv released the current status of his full recovery from covid on the st v posted on his personal instagram thank you for your concern thanks to you i got better https t co qq htjc fn please tap the up button at the bottom of the article https t co bwjy huzfz,taehyungcanada,1,btsv released current status full recovery covid st v posted personal instagram thank concern thanks got better https co qq htjc fn please tap button bottom article https co bwjy huzfz
45,205,2022-02-21 23:54:00+00:00,1495909701741166596,fox s neil cavuto said a second case of covid nearly killed him cnn read full news here https t co wwttlucwbe justiceforharsha bheemlanayaktrailer mondaymotivation saveshimogamuslims https t co my phmrth,current capsule,1,fox neil cavuto said second case covid nearly killed cnn read full news https co wwttlucwbe justiceforharsha bheemlanayaktrailer mondaymotivation saveshimogamuslims https co phmrth
46,207,2022-02-21 23:53:55+00:00,1495909680547303427,glad neil cavuto has recovered from his nd bout w covid everyone s health treatments for fighting disease is individualized a personal matter between themselves their doctors neil owes us no explanations however appreciate his cantor w his struggles god bless him https t co sqrjng jd ,gpatrickrep ,1,glad neil cavuto recovered nd bout w covid everyone health treatments fighting disease individualized personal matter doctors neil owes us explanations however appreciate cantor w struggles god bless https co sqrjng jd
47,208,2022-02-21 23:53:54+00:00,1495909679817441280,covid daily update february new cases to date new deaths to date current hospitalizations https t co mibm irb,lapublichealth,1,covid daily update february new cases date new deaths date current hospitalizations https co mibm irb
48,211,2022-02-21 23:53:44+00:00,1495909636804861955,conor matchett breaking the british medical association thebma says removing all restrictions testing sick pay and isolation payments in england is premature incredibly concerning and completely illogical adding that it neglects and fails those most at risk from covid ,beith ,1,conor matchett breaking british medical association thebma says removing restrictions testing sick pay isolation payments england premature incredibly concerning completely illogical adding neglects fails risk covid
49,213,2022-02-21 23:53:35+00:00,1495909597160538114,pls read this it seems covid is not done with us denmarks status is alarming with of cases now the new ba variant the increase in cases and mortality is a steep curve get vaccinated and boosted,hedyfry,1,pls read seems covid done us denmarks status alarming cases new ba variant increase cases mortality steep curve get vaccinated boosted
50,217,2022-02-21 23:53:31+00:00,1495909582987739137,covid numbers are starting to drop statewide we hear from officials on how much numbers are dropping and if it s expected to stay that way on news at ,whnt,1,covid numbers starting drop statewide hear officials much numbers dropping expected stay way news
51,219,2022-02-21 23:53:30+00:00,1495909575908032512,christinebistel ronaldnhughes mdrelichman it is only for symptomatic students or families starting this week all kindergarten to grade students in b c will be offered a box of free rapid antigen tests to take home if they or their family members get symptoms of covid ,lisapaigecogan,1,christinebistel ronaldnhughes mdrelichman symptomatic students families starting week kindergarten grade students b c offered box free rapid antigen tests take home family members get symptoms covid
52,228,2022-02-21 23:53:12+00:00,1495909501869953026,the government is taking a calculated risk relying on guidance for all of us to self isolate if we have covid symptoms leaving vaccines to act as our only real defence against covid writes sky s atomclarke https t co dmotay fc,skynews,1,government taking calculated risk relying guidance us self isolate covid symptoms leaving vaccines act real defence covid writes sky atomclarke https co dmotay fc
53,230,2022-02-21 23:53:06+00:00,1495909477844987906,west virginia the nation and the world may be approaching an important fork in the road for pandemic response as the covid surge tied to the omicron variant seems to be coming to an end https t co neyucerxn,heralddispatch,1,west virginia nation world may approaching important fork road pandemic response covid surge tied omicron variant seems coming end https co neyucerxn
54,232,2022-02-21 23:53:04+00:00,1495909468781281281,well shit i have covid please wish be the best,yusefdaft,1,well shit covid please wish best
55,237,2022-02-21 23:52:55+00:00,1495909430583611400,so proud to get my certificate for covid psychological first aid on futurelearn https t co dclcxfgnj psychologicalfirstaid,iamjackwells,1,proud get certificate covid psychological first aid futurelearn https co dclcxfgnj psychologicalfirstaid
56,239,2022-02-21 23:52:52+00:00,1495909419749683204,lfoley suepb centrefuter k ok to convince me show me the irrefutable proof that covid exists,kondor anna,1,lfoley suepb centrefuter k ok convince show irrefutable proof covid exists
57,243,2022-02-21 23:52:51+00:00,1495909412678123520,breaking the british medical association thebma says removing all restrictions testing sick pay and isolation payments in england is premature incredibly concerning and completely illogical adding that it neglects and fails those most at risk from covid ,beith ,1,breaking british medical association thebma says removing restrictions testing sick pay isolation payments england premature incredibly concerning completely illogical adding neglects fails risk covid
58,246,2022-02-21 23:52:45+00:00,1495909388804145153,egypts health ministry coronavirus new cases covid fatalities and fully recov via liveblog https t co xbe orpfgs,zeinobia,1,egypts health ministry coronavirus new cases covid fatalities fully recov via liveblog https co xbe orpfgs
59,250,2022-02-21 23:52:26+00:00,1495909309854715904,past few days was so hectic for me and yes still now i am fighting this covid virus and everytime i watched some clips of isabel i felt okay nakakagaan talga ng loob pero iba sa harapang nominasyun if we team isabel could just go there ang give her our tightest hug,chappagetti ,1,past days hectic yes still fighting covid virus everytime watched clips isabel felt okay nakakagaan talga ng loob pero iba sa harapang nominasyun team isabel could go ang give tightest hug
60,258,2022-02-21 23:52:12+00:00,1495909248772952066,two years after pandemic lebanon succeeds in coping with covid https t co ghdprvvzad andyvermautlovesarabnews andyvermauthumanrightsdefender https t co e hish bp,andyvermaut,1,two years pandemic lebanon succeeds coping covid https co ghdprvvzad andyvermautlovesarabnews andyvermauthumanrightsdefender https co e hish bp
61,259,2022-02-21 23:52:11+00:00,1495909244448739329,this is not leadership it is violating ones own mandate so what is the penalty mayorcantrell neworleans tulanesphtm publichealth covid neworleansems,cthielst,1,leadership violating ones mandate penalty mayorcantrell neworleans tulanesphtm publichealth covid neworleansems
62,261,2022-02-21 23:52:09+00:00,1495909237821779969,cdcgov releasethedata cdd stop hiding covid stats no one trusts you because you are always hiding facts we are not your children you have lost our trust for not being truthful we should not rely on foreign studies next time people may die,mikebull ,1,cdcgov releasethedata cdd stop hiding covid stats one trusts always hiding facts children lost trust truthful rely foreign studies next time people may die
63,265,2022-02-21 23:52:02+00:00,1495909208621035522,watch bill gates continues to push new world order rhetoricwhat are they planning https t co ikvpbjw dg billgates covid newworldorder,lyriclights ,1,watch bill gates continues push new world order rhetoricwhat planning https co ikvpbjw dg billgates covid newworldorder
64,267,2022-02-21 23:52:00+00:00,1495909198479122433,covidenelmundo en reino unido se podría levantar el requisito legal de autoaislarse después de contraer covid como parte de un plan para vivir con covid https t co d ojpeuskp,pdpagina,1,covidenelmundo en reino unido podr a levantar el requisito legal de autoaislarse despu s de contraer covid como parte de un plan vivir con covid https co ojpeuskp
65,271,2022-02-21 23:51:52+00:00,1495909167172780032,do people really want covid restrictions to end https t co tl aridpna,thechestnutpost,1,people really want covid restrictions end https co tl aridpna
66,273,2022-02-21 23:51:52+00:00,1495909166430498819,johnwest jaws johnson our mighty warrior who has slain the deadly virus kindly organising that by thursday this week we will all have our freedoms back we have reached nirvana where we can learn to live or die with covid sad thing is people still believe trust all this lying shite,pipp ,1,johnwest jaws johnson mighty warrior slain deadly virus kindly organising thursday week freedoms back reached nirvana learn live die covid sad thing people still believe trust lying shite
67,276,2022-02-21 23:51:45+00:00,1495909138504642562,andy vermaut shares u k to lift remaining covid curbs britain is set to become the first major european economy to ditch all restrictions and its free testing program as the government seeks a return to normal despite recording around https t co sqim nzott thank you https t co b btw uphc,andyvermaut,1,andy vermaut shares u k lift remaining covid curbs britain set become first major european economy ditch restrictions free testing program government eks return normal despite recording around https co sqim nzott thank https co b btw uphc
68,280,2022-02-21 23:51:28+00:00,1495909064601214980,new lee health is now allowing people to visit covid patients at its hospitals must wear mask visitor at a time must stay in room lee health says they have the tools to track and manage the virus allowing for this policy change swfl https t co bgnnbwf f ,baynews jeff,1,new lee health allowing people visit covid patients hospitals must wear mask visitor time must stay room lee health says tools track manage virus allowing policy change swfl https co bgnnbwf f
69,282,2022-02-21 23:51:25+00:00,1495909053956079619,icepuck likemike rapsheet funny how you think he had to save it again when he didn t save it the first time funny how you think it failed the nd time only reason is it stop the nd time was due to covid ,saintsking ,1,icepuck likemike rapsheet funny think save save first time funny think failed nd time reason stop nd time due covid
70,283,2022-02-21 23:51:23+00:00,1495909043394723840,state health officials reported new covid cases as well as new cases and deaths statewide on monday https t co aq ndfy ,abc amarillo,1,state health officials reported new covid cases well new cases deaths statewide monday https co aq ndfy
71,284,2022-02-21 23:51:23+00:00,1495909043126542337,glad to have contributed a chapter to this adb hq book the sustainability of asias debt w my lowyinstitute colleague rolandmrajah we look at how the pacific can fice its post covid economic recovery amid precarious debt sustainability https t co ubnwegzs o,alexandredayant,1,glad contributed chapter adb hq book sustainability asias debt w lowyinstitute colleague rolandmrajah look pacific fice post covid economic recovery amid precarious debt sustainability https co ubnwegzs
72,293,2022-02-21 23:51:03+00:00,1495908961102577665,state dashboards should prominently report hospitalizations deaths per day how many of those are vaccinated boosted if those s show the vast number of covid deaths among those not vaccinated boosted perhaps that info would drive s of vaccinated up https t co awqz qeceg,luvcats ,1,state dashboards prominently report hospitalizations deaths day many vaccinated boosted show vast number covid deaths among vaccinated boosted perhaps info would drive vaccinated https co awqz qeceg
73,306,2022-02-21 23:50:29+00:00,1495908816478773254,potential for fourth covid vaccine dose is being very carefully monitored in real time fauci says cnn https t co qsogonjtv,cupcake ,1,potential fourth covid vaccine dose carefully monitored real time fauci says cnn https co qsogonjtv
74,309,2022-02-21 23:50:16+00:00,1495908764066758657,peterdaou it s the height of immaturity inability to cope selfishness and ignorance i work critical care i now am resigned to the fact that many people have to become critically ill or have their own loved ones die of covid before they will learn or have empathy for others,llove chat,1,peterdaou height immaturity inability cope selfishness ignorance work critical care resigned fact many people become critically ill loved ones die covid learn empathy others
75,310,2022-02-21 23:50:15+00:00,1495908759163523074,thegamedaynfl always thought a g league would work for nfl but pitfalls remain covid ended the latest iteration aaf was also intended to be nfl development league didn t work out hopefully cash flow projections are reality based because it s a lock any league will lose first season,soundmoneyg,1,thegamedaynfl always thought g league would work nfl pitfalls remain covid ended latest iteration aaf also intended nfl development league work hopefully cash flow projections reality based lock league lose first season
76,311,2022-02-21 23:50:13+00:00,1495908751764713474,queensland has recorded new covid cases and five deaths as an end to mask requirements has been locked in https t co hkety bd a,gcbulletin,1,queensland recorded new covid cases five deaths end mask requirements locked https co hkety bd
77,319,2022-02-21 23:50:02+00:00,1495908706680287238,the use of wastewater surveillance as a publichealth surveillance tool is becoming a gamechanger in tackling the covid pandemic learn about innovation through wastewater based epidemiology in latinamerica the caribbean https t co rskxyx qar https t co frl jdrnxe,worldbankwater,1,use wastewater surveillance publichealth surveillance tool becoming gamechanger tackling covid pandemic learn innovation wastewater based epidemiology latinamerica caribbean https co rskxyx qar https co frl jdrnxe
78,323,2022-02-21 23:50:00+00:00,1495908695842033664,good news yeji recovers from covid ,rmcambal,1,good news yeji recovers covid
79,326,2022-02-21 23:49:58+00:00,1495908686149173249,covid omicron outbreak million to support māori and pacific health providers new zeal read full news here https t co wwttlucwbe justiceforharsha bheemlanayaktrailer mondaymotivation saveshimogamuslims https t co tdfqemm ,current capsule,1,covid omicron outbreak million support m ori pacific health providers new zeal read full news https co wwttlucwbe justiceforharsha bheemlanayaktrailer mondaymotivation saveshimogamuslims https co tdfqemm
80,327,2022-02-21 23:49:53+00:00,1495908668734197763,information quickly got out of control many people believe that mrna technology is new even though its existed for nearly decades causing fear why parents still hesitate to vaccinate their children against covid pediatrics jama network https t co ldtp qiqrf,ebrandt ,1,information quickly got control many people believe mrna technology new even though existed nearly decades causing fear parents still hesitate vaccinate children covid pediatrics jama network https co ldtp qiqrf
81,329,2022-02-21 23:49:49+00:00,1495908648110993409,discussing with miss almost how the tooth fairy can visit us in quarantine teeth are quite wobbly apparently there is a virus suit for fairies which covers wings covid ,kjbar,1,discussing miss almost tooth fairy visit us quarantine teeth quite wobbly apparently virus suit fairies covers wings covid
82,331,2022-02-21 23:49:45+00:00,1495908633284124680,covid nhs worker did not feel safe at work inquest told https t co lcwkbkae ,thelondonpages,1,covid nhs worker feel safe work inquest told https co lcwkbkae
83,344,2022-02-21 23:49:24+00:00,1495908543748210693,the queen has tested positive for covid but will continue working as she experiences mild cold like symptoms buckingham palace has confirmed https t co rbeu pdxur,theworldobserve,1,queen tested positive covid continue working experiences mild cold like symptoms buckingham palace confirmed https co rbeu pdxur
84,346,2022-02-21 23:49:19+00:00,1495908522877460481,sending my prayers and best wishes for a full recovery to her majesty queen elizabeth nd and no it s not mr laurie i m a year old american who like you has also been grazed by covid with a mild case a few weeks ago perseverance and strength to you,obviousbear ,1,sending prayers best wishes full recovery majesty queen elizabeth nd mr laurie year old american like also grazed covid mild case weeks ago perseverance strength
85,347,2022-02-21 23:49:18+00:00,1495908521296244740,baileyace drericding yeah being a single mom is the biggest challenge ever but also the biggest reward after decades in a stressful job i was diagnosed with ptsd anxiety that was pre pandemic so now covid to deal with too hypervigilant i control what i can stay safe my girl keeps me going https t co osybr u,ampincivero,1,baileyace drericding yeah single mom biggest challenge ever also biggest reward decades stressful job diagnosed ptsd anxiety pre pandemic covid deal hypervigilant control stay safe girl keeps going https co osybr u
86,356,2022-02-21 23:49:03+00:00,1495908459262640131,millions die every year with malaria or from an infected mosquito s bite it s ok there mostly all vulnerable kids and going to die anyway and probably not contributing to the economy so why care arggggg covid malaria,mozziebytes,1,millions die every year malaria infected mosquito bite ok mostly vulnerable kids going die anyway probably contributing economy care arggggg covid malaria
87,357,2022-02-21 23:49:03+00:00,1495908456708161544,a partir de esta fecha aquellos trabajadores que presenten síntomas de covid deberán acudir directamente a las unidades de medicina familiar para su valoración presencial y en su caso la expedición de su incapacidad temporal para el trabajo ,lamultimedios,1,partir de esta fecha aquellos trabajadores que presenten s ntomas de covid deber n acudir directamente las unidades de medicina familiar su valoraci n presencial en su caso la expedici n de su incapacidad temporal el trabajo
88,361,2022-02-21 23:49:00+00:00,1495908443458207745,if youve been exposed to covid and are unvaccinated or not up to date with vaccines stay home for days get tested on day after exposure or if symptoms develop during quarantine continue to wear a mask for additional days more https t co nrfl jyq l https t co votm g jj,rihealth,1,youve exposed covid unvaccinated date vaccines stay home days get tested day exposure symptoms develop quarantine continue wear mask additional days https co nrfl jyq l https co votm g jj
89,368,2022-02-21 23:48:33+00:00,1495908332279844872,attn due to inclement weather there are several closures delayed openings for covid testing vaccination sites this week tomorrow the citadel chapel hills sites will open at a m the falcon testing site will be closed learn more https t co ni yauur https t co i b u nv,epcpublichealth,1,attn due inclement weather several closures delayed openings covid testing vaccination sites week tomorrow citadel chapel hills sites open falcon testing site closed learn https co ni yauur https co b u nv
90,376,2022-02-21 23:48:19+00:00,1495908273702191106,dave potus people don t feel that it is a free ride the people brought the covid in this world and they promised that they would help the people in the world but not they think it s getting better and i just watch the news and people are closing because the people don t go out to eat,marie ,1,dave potus people feel free ride people brought covid world promised would help people world think getting better watch news people closing people go eat
